x,t,RePsi,ImPsi,AbsPsi,Phase
0.63,0.44,-0.571528,-0.279751,0.636321,-2.6864
0.64,0.44,-0.561537,-0.23355,0.608169,-2.74745
0.65,0.44,-0.551078,-0.188978,0.58258,-2.81124
0.66,0.44,-0.540164,-0.146173,0.559593,-2.87731
0.67,0.44,-0.528811,-0.105262,0.539186,-2.94511
0.68,0.44,-0.517034,-0.066362,0.521275,-3.01394
0.69,0.44,-0.504846,-0.0295812,0.505712,-3.08307
0.7,0.44,-0.492263,0.00498443,0.492288,3.13147
0.71,0.44,-0.4793,0.0372492,0.480745,3.06403
0.72,0.44,-0.46597,0.0671391,0.470782,2.99849
0.73,0.44,-0.45229,0.0945914,0.462076,2.93543
0.74,0.44,-0.438274,0.119555,0.454288,2.87528
0.75,0.44,-0.423935,0.141992,0.447083,2.8184
0.76,0.44,-0.40929,0.161875,0.440138,2.76497
0.77,0.44,-0.39435,0.179189,0.433152,2.71509
0.78,0.44,-0.379132,0.19393,0.425852,2.66878
0.79,0.44,-0.363648,0.20611,0.417996,2.62596
0.8,0.44,-0.347912,0.215747,0.409377,2.58651
0.81,0.44,-0.331939,0.222876,0.399822,2.5503
0.82,0.44,-0.315741,0.22754,0.389188,2.51714
0.83,0.44,-0.299332,0.229796,0.377367,2.48686
0.84,0.44,-0.282724,0.229709,0.364279,2.45929
0.85,0.44,-0.265931,0.227358,0.349873,2.43423
0.86,0.44,-0.248966,0.222829,0.334121,2.41154
0.87,0.44,-0.23184,0.21622,0.317018,2.39104
0.88,0.44,-0.214566,0.207638,0.298583,2.3726
0.89,0.44,-0.197156,0.197199,0.278851,2.35609
0.9,0.44,-0.179622,0.185026,0.257873,2.34137
0.91,0.44,-0.161976,0.171252,0.235719,2.32836
0.92,0.44,-0.144229,0.156015,0.212468,2.31696
0.93,0.44,-0.126394,0.139461,0.188215,2.30708
0.94,0.44,-0.10848,0.121742,0.163062,2.29865
0.95,0.44,-0.0905012,0.103014,0.137122,2.29162
0.96,0.44,-0.0724668,0.0834386,0.110514,2.28594
0.97,0.44,-0.0543885,0.0631803,0.0833658,2.28155
0.98,0.44,-0.0362773,0.0424073,0.055807,2.27844
0.99,0.44,-0.0181441,0.02129,0.0279727,2.27659
0,0.45,0,0,0,0
0.01,0.45,-0.0342953,-0.0786357,0.0857889,-1.98206
0.02,0.45,-0.0685202,-0.157047,0.171344,-1.9822
0.03,0.45,-0.102605,-0.235008,0.256431,-1.98245
0.04,0.45,-0.136479,-0.312299,0.340818,-1.9828
0.05,0.45,-0.170073,-0.388698,0.424277,-1.98325
0.06,0.45,-0.20332,-0.463988,0.506581,-1.98379
0.07,0.45,-0.236152,-0.537958,0.587509,-1.98445
0.08,0.45,-0.268503,-0.610398,0.666843,-1.9852
0.09,0.45,-0.300308,-0.681105,0.744372,-1.98607
0.1,0.45,-0.331506,-0.749884,0.819891,-1.98704
0.11,0.45,-0.362034,-0.816544,0.893203,-1.98813
0.12,0.45,-0.391834,-0.880903,0.964118,-1.98933
0.13,0.45,-0.420848,-0.942787,1.03245,-1.99064
0.14,0.45,-0.449023,-1.00203,1.09804,-1.99208
0.15,0.45,-0.476306,-1.05848,1.16071,-1.99364
0.16,0.45,-0.502649,-1.11199,1.22031,-1.99534
0.17,0.45,-0.528004,-1.16241,1.27671,-1.99716
0.18,0.45,-0.552327,-1.20964,1.32977,-1.99913
0.19,0.45,-0.575579,-1.25355,1.37938,-2.00124
0.2,0.45,-0.597722,-1.29404,1.42542,-2.0035
0.21,0.45,-0.618721,-1.33103,1.4678,-2.00593
0.22,0.45,-0.638546,-1.36442,1.50645,-2.00851
0.23,0.45,-0.657169,-1.39417,1.5413,-2.01128
0.24,0.45,-0.674566,-1.42022,1.57228,-2.01422
0.25,0.45,-0.690716,-1.44252,1.59936,-2.01736
0.26,0.45,-0.705602,-1.46106,1.62252,-2.0207
0.27,0.45,-0.719211,-1.47581,1.64173,-2.02426
0.28,0.45,-0.731533,-1.48678,1.657,-2.02804
0.29,0.45,-0.742562,-1.49398,1.66834,-2.03207
0.3,0.45,-0.752293,-1.49743,1.67578,-2.03635
0.31,0.45,-0.760729,-1.49717,1.67935,-2.04091
0.32,0.45,-0.767872,-1.49325,1.67912,-2.04576
0.33,0.45,-0.773731,-1.48574,1.67514,-2.05092
0.34,0.45,-0.778317,-1.47471,1.6675,-2.05642
0.35,0.45,-0.781643,-1.46024,1.65628,-2.06227
0.36,0.45,-0.783726,-1.44244,1.6416,-2.06851
0.37,0.45,-0.784588,-1.4214,1.62356,-2.07516
0.38,0.45,-0.784251,-1.39725,1.6023,-2.08226
0.39,0.45,-0.782742,-1.37011,1.57794,-2.08984
0.4,0.45,-0.780089,-1.34013,1.55064,-2.09795
0.41,0.45,-0.776324,-1.30745,1.52056,-2.10662
0.42,0.45,-0.771481,-1.27222,1.48786,-2.11591
0.43,0.45,-0.765597,-1.2346,1.45272,-2.12588
0.44,0.45,-0.758709,-1.19477,1.41532,-2.13657
0.45,0.45,-0.750857,-1.1529,1.37585,-2.14807
0.46,0.45,-0.742085,-1.10916,1.33451,-2.16045
0.47,0.45,-0.732436,-1.06374,1.29152,-2.17379
0.48,0.45,-0.721955,-1.01684,1.24707,-2.1882
0.49,0.45,-0.710689,-0.968638,1.20139,-2.20378
0.5,0.45,-0.698685,-0.919333,1.1547,-2.22066
0.51,0.45,-0.685991,-0.869121,1.10723,-2.23897
0.52,0.45,-0.672657,-0.818198,1.0592,-2.25888
0.53,0.45,-0.658731,-0.766761,1.01087,-2.28055
0.54,0.45,-0.644265,-0.715008,0.962452,-2.3042
0.55,0.45,-0.629308,-0.663132,0.914206,-2.33003
0.56,0.45,-0.61391,-0.611326,0.866375,-2.3583
0.57,0.45,-0.59812,-0.559781,0.819208,-2.38929
0.58,0.45,-0.581987,-0.508682,0.772959,-2.42331
0.59,0.45,-0.565561,-0.45821,0.727884,-2.46067
0.6,0.45,-0.548888,-0.408543,0.684241,-2.50174
0.61,0.45,-0.532016,-0.359852,0.642289,-2.54689
0.62,0.45,-0.51499,-0.3123,0.602284,-2.59647
0.63,0.45,-0.497854,-0.266046,0.564481,-2.65082
0.64,0.45,-0.480651,-0.221239,0.529124,-2.71021
0.65,0.45,-0.463422,-0.178021,0.496439,-2.77483
0.66,0.45,-0.446207,-0.136525,0.466626,-2.84467
0.67,0.45,-0.429043,-0.0968737,0.439844,-2.91953
0.68,0.45,-0.411966,-0.0591825,0.416195,-2.99891
0.69,0.45,-0.395008,-0.0235551,0.39571,-3.08203
0.7,0.45,-0.378202,0.00991483,0.378332,3.11538
0.71,0.45,-0.361577,0.0411444,0.36391,3.02829
0.72,0.45,-0.345158,0.0700616,0.352197,2.94133
0.73,0.45,-0.328971,0.0966058,0.342862,2.85596
0.74,0.45,-0.313036,0.120728,0.33551,2.7735
0.75,0.45,-0.297374,0.14239,0.329706,2.69503
0.76,0.45,-0.282,0.161566,0.325004,2.62132
0.77,0.45,-0.266928,0.178242,0.320969,2.55284
0.78,0.45,-0.252171,0.192415,0.317197,2.4898
0.79,0.45,-0.237736,0.204094,0.313326,2.43219
0.8,0.45,-0.223631,0.2133,0.309044,2.37983
0.81,0.45,-0.209859,0.220066,0.304088,2.33246
0.82,0.45,-0.196421,0.224433,0.298247,2.28973
0.83,0.45,-0.183315,0.226456,0.291354,2.2513
0.84,0.45,-0.170539,0.226201,0.283285,2.21681
0.85,0.45,-0.158086,0.223742,0.273956,2.18591
0.86,0.45,-0.145948,0.219165,0.263314,2.15829
0.87,0.45,-0.134114,0.212565,0.251337,2.13365
0.88,0.45,-0.122572,0.204045,0.23803,2.11174
0.89,0.45,-0.111308,0.193718,0.223419,2.09232
0.9,0.45,-0.100305,0.181705,0.207552,2.07519
0.91,0.45,-0.0895451,0.168134,0.190492,2.06017
0.92,0.45,-0.0790088,0.15314,0.17232,2.0471
0.93,0.45,-0.0686748,0.136865,0.153128,2.03586
0.94,0.45,-0.058521,0.119457,0.133021,2.02633
0.95,0.45,-0.0485236,0.101067,0.112112,2.01841
0.96,0.45,-0.0386583,0.0818529,0.0905227,2.01203
0.97,0.45,-0.0288995,0.0619746,0.0683816,2.00713
0.98,0.45,-0.0192213,0.0415957,0.0458221,2.00367
0.99,0.45,-0.00959713,0.0208818,0.0229816,2.0016
0,0.46,0,0,0,0
0.01,0.46,-0.0452115,-0.0741299,0.0868293,-2.11846
0.02,0.46,-0.0903138,-0.148049,0.173422,-2.11855
0.03,0.46,-0.135198,-0.221549,0.259543,-2.11871
0.04,0.46,-0.179755,-0.29442,0.344957,-2.11893
0.05,0.46,-0.223879,-0.366457,0.429433,-2.11921
0.06,0.46,-0.267463,-0.437457,0.512743,-2.11956
0.07,0.46,-0.310403,-0.507221,0.594663,-2.11997
0.08,0.46,-0.352599,-0.575554,0.674973,-2.12045
0.09,0.46,-0.39395,-0.642265,0.75346,-2.12099
0.1,0.46,-0.43436,-0.707172,0.829916,-2.12161
0.11,0.46,-0.473735,-0.770096,0.904142,-2.12229
0.12,0.46,-0.511986,-0.830867,0.975945,-2.12305
0.13,0.46,-0.549026,-0.889321,1.04514,-2.12388
0.14,0.46,-0.584773,-0.945305,1.11156,-2.12479
0.15,0.46,-0.619149,-0.998671,1.17503,-2.12577
0.16,0.46,-0.652079,-1.04928,1.2354,-2.12684
0.17,0.46,-0.683496,-1.09702,1.29252,-2.12799
0.18,0.46,-0.713335,-1.14175,1.34627,-2.12923
0.19,0.46,-0.741537,-1.18338,1.39652,-2.13056
0.2,0.46,-0.76805,-1.22181,1.44316,-2.13199
0.21,0.46,-0.792824,-1.25695,1.4861,-2.13352
0.22,0.46,-0.815817,-1.28874,1.52526,-2.13515
0.23,0.46,-0.836992,-1.31711,1.56055,-2.13689
0.24,0.46,-0.856319,-1.34201,1.59194,-2.13875
0.25,0.46,-0.873773,-1.3634,1.61937,-2.14073
0.26,0.46,-0.889333,-1.38127,1.64281,-2.14284
0.27,0.46,-0.902986,-1.39558,1.66224,-2.14508
0.28,0.46,-0.914726,-1.40636,1.67767,-2.14747
0.29,0.46,-0.924551,-1.4136,1.6891,-2.15001
0.3,0.46,-0.932465,-1.41732,1.69655,-2.15271
0.31,0.46,-0.938479,-1.41757,1.70007,-2.15558
0.32,0.46,-0.942608,-1.41439,1.69971,-2.15864
0.33,0.46,-0.944874,-1.40783,1.69552,-2.1619
0.34,0.46,-0.945304,-1.39797,1.68758,-2.16537
0.35,0.46,-0.943931,-1.38488,1.67598,-2.16906
0.36,0.46,-0.940793,-1.36866,1.66082,-2.173
0.37,0.46,-0.935932,-1.34941,1.64221,-2.17721
0.38,0.46,-0.929396,-1.32723,1.62028,-2.18169
0.39,0.46,-0.921238,-1.30224,1.59515,-2.18649
0.4,0.46,-0.911513,-1.27457,1.56697,-2.19162
0.41,0.46,-0.900282,-1.24437,1.53589,-2.19711
0.42,0.46,-0.887611,-1.21176,1.50207,-2.203
0.43,0.46,-0.873568,-1.1769,1.46568,-2.20933
0.44,0.46,-0.858223,-1.13995,1.4269,-2.21612
0.45,0.46,-0.841652,-1.10108,1.38591,-2.22344
0.46,0.46,-0.823932,-1.06044,1.3429,-2.23134
0.47,0.46,-0.805143,-1.01821,1.29808,-2.23987
0.48,0.46,-0.785365,-0.974564,1.25163,-2.2491
0.49,0.46,-0.764684,-0.929684,1.20377,-2.25912
0.5,0.46,-0.743183,-0.883749,1.1547,-2.27001
0.51,0.46,-0.720949,-0.836942,1.10464,-2.28188
0.52,0.46,-0.698068,-0.789447,1.05381,-2.29484
0.53,0.46,-0.674627,-0.741446,1.00243,-2.30904
0.54,0.46,-0.650713,-0.693123,0.950709,-2.32465
0.55,0.46,-0.626414,-0.64466,0.898878,-2.34184
0.56,0.46,-0.601815,-0.596236,0.847159,-2.36085
0.57,0.46,-0.577002,-0.548028,0.79578,-2.38194
0.58,0.46,-0.552058,-0.50021,0.744968,-2.40543
0.59,0.46,-0.527065,-0.452952,0.694955,-2.43168
0.6,0.46,-0.502105,-0.406417,0.645976,-2.46113
0.61,0.46,-0.477255,-0.360766,0.598268,-2.49431
0.62,0.46,-0.452592,-0.316152,0.552079,-2.53185
0.63,0.46,-0.428187,-0.272723,0.507663,-2.57446
0.64,0.46,-0.404111,-0.230617,0.465285,-2.62301
0.65,0.46,-0.38043,-0.189969,0.425224,-2.67846
0.66,0.46,-0.357208,-0.150901,0.387774,-2.74189
0.67,0.46,-0.334504,-0.113529,0.353244,-2.8144
0.68,0.46,-0.312372,-0.0779608,0.321954,-2.89701
0.69,0.46,-0.290866,-0.0442934,0.294219,-2.99047
0.7,0.46,-0.27003,-0.0126144,0.270324,-3.09491
0.71,0.46,-0.249908,0.0169982,0.250486,3.07368
0.72,0.46,-0.230538,0.044477,0.234789,2.95101
0.73,0.46,-0.211953,0.069765,0.22314,2.82361
0.74,0.46,-0.194181,0.0928156,0.215224,2.69571
0.75,0.46,-0.177247,0.113593,0.210523,2.57166
0.76,0.46,-0.161168,0.132073,0.208371,2.45509
0.77,0.46,-0.145959,0.148241,0.208037,2.34844
0.78,0.46,-0.131629,0.162095,0.208808,2.25284
0.79,0.46,-0.118181,0.173641,0.210042,2.16839
0.8,0.46,-0.105614,0.182899,0.211202,2.09447
0.81,0.46,-0.0939242,0.189898,0.211856,2.03012
0.82,0.46,-0.0830997,0.194677,0.211671,1.97424
0.83,0.46,-0.0731259,0.197286,0.210402,1.92576
0.84,0.46,-0.0639831,0.197785,0.207877,1.88367
0.85,0.46,-0.0556474,0.196244,0.203981,1.84711
0.86,0.46,-0.0480908,0.192741,0.19865,1.81531
0.87,0.46,-0.0412809,0.187363,0.191857,1.78766
0.88,0.46,-0.0351816,0.180207,0.183609,1.7636
0.89,0.46,-0.0297532,0.171377,0.173941,1.7427
0.9,0.46,-0.0249524,0.160985,0.162907,1.72457
0.91,0.46,-0.0207329,0.149149,0.150583,1.70892
0.92,0.46,-0.0170452,0.135995,0.137059,1.69548
0.93,0.46,-0.0138372,0.121653,0.122438,1.68405
0.94,0.46,-0.0110545,0.106261,0.106835,1.67445
0.95,0.46,-0.00864029,0.0899597,0.0903737,1.66655
0.96,0.46,-0.00653608,0.0728939,0.0731864,1.66022
0.97,0.46,-0.00468175,0.0552126,0.0554108,1.65539
0.98,0.46,-0.00301594,0.0370673,0.0371898,1.65198
0.99,0.46,-0.00147634,0.0186115,0.0186699,1.64995
0,0.47,0,0,0,0
0.01,0.47,-0.0552217,-0.0677556,0.0874086,-2.25462
0.02,0.47,-0.110298,-0.135323,0.174579,-2.25466
0.03,0.47,-0.165086,-0.202513,0.261275,-2.25473
0.04,0.47,-0.219441,-0.269139,0.347261,-2.25482
0.05,0.47,-0.273221,-0.335017,0.432304,-2.25494
0.06,0.47,-0.326287,-0.399965,0.516174,-2.25509
0.07,0.47,-0.378501,-0.463803,0.598646,-2.25527
0.08,0.47,-0.429729,-0.526357,0.679499,-2.25547
0.09,0.47,-0.479839,-0.587457,0.758519,-2.2557
0.1,0.47,-0.528705,-0.646937,0.835497,-2.25596
0.11,0.47,-0.576202,-0.704637,0.910232,-2.25625
0.12,0.47,-0.622214,-0.760405,0.98253,-2.25658
0.13,0.47,-0.666626,-0.814093,1.05221,-2.25693
0.14,0.47,-0.709331,-0.865563,1.11908,-2.25732
0.15,0.47,-0.750227,-0.914683,1.183,-2.25774
0.16,0.47,-0.789218,-0.96133,1.24379,-2.25819
0.17,0.47,-0.826215,-1.00539,1.30132,-2.25868
0.18,0.47,-0.861135,-1.04676,1.35545,-2.25921
0.19,0.47,-0.893903,-1.08533,1.40606,-2.25978
0.2,0.47,-0.92445,-1.12103,1.45304,-2.26038
0.21,0.47,-0.952716,-1.15378,1.49629,-2.26103
0.22,0.47,-0.978648,-1.18351,1.53572,-2.26173
0.23,0.47,-1.0022,-1.21017,1.57128,-2.26247
0.24,0.47,-1.02334,-1.2337,1.60288,-2.26326
0.25,0.47,-1.04202,-1.25408,1.6305,-2.2641
0.26,0.47,-1.05825,-1.27128,1.6541,-2.265
0.27,0.47,-1.07199,-1.28529,1.67366,-2.26595
0.28,0.47,-1.08324,-1.29611,1.68917,-2.26697
0.29,0.47,-1.09201,-1.30374,1.70065,-2.26805
0.3,0.47,-1.09831,-1.3082,1.70812,-2.2692
0.31,0.47,-1.10216,-1.30952,1.71161,-2.27042
0.32,0.47,-1.10358,-1.30775,1.71117,-2.27172
0.33,0.47,-1.10261,-1.30293,1.70686,-2.27311
0.34,0.47,-1.09929,-1.29513,1.69876,-2.27459
0.35,0.47,-1.09367,-1.2844,1.68695,-2.27616
0.36,0.47,-1.0858,-1.27084,1.67153,-2.27784
0.37,0.47,-1.07576,-1.25453,1.65261,-2.27963
0.38,0.47,-1.0636,-1.23557,1.6303,-2.28154
0.39,0.47,-1.04941,-1.21406,1.60474,-2.28358
0.4,0.47,-1.03327,-1.19011,1.57607,-2.28577
0.41,0.47,-1.01526,-1.16385,1.54444,-2.28811
0.42,0.47,-0.995473,-1.1354,1.51,-2.29062
0.43,0.47,-0.974014,-1.10489,1.47292,-2.29332
0.44,0.47,-0.950981,-1.07247,1.43337,-2.29623
0.45,0.47,-0.92648,-1.03827,1.39153,-2.29936
0.46,0.47,-0.90062,-1.00245,1.3476,-2.30274
0.47,0.47,-0.873513,-0.965155,1.30175,-2.30639
0.48,0.47,-0.845274,-0.926545,1.25418,-2.31036
0.49,0.47,-0.816021,-0.886778,1.2051,-2.31467
0.5,0.47,-0.785872,-0.846014,1.1547,-2.31936
0.51,0.47,-0.754947,-0.804414,1.10319,-2.32448
0.52,0.47,-0.723368,-0.762143,1.05077,-2.3301
0.53,0.47,-0.691255,-0.719363,0.997656,-2.33627
0.54,0.47,-0.65873,-0.676237,0.944045,-2.34308
0.55,0.47,-0.625913,-0.632926,0.890147,-2.35062
0.56,0.47,-0.592922,-0.589591,0.836166,-2.35901
0.57,0.47,-0.559877,-0.546388,0.782305,-2.36839
0.58,0.47,-0.526891,-0.503472,0.728765,-2.37892
0.59,0.47,-0.49408,-0.460995,0.675745,-2.39082
0.6,0.47,-0.461552,-0.419103,0.623439,-2.40436
0.61,0.47,-0.429414,-0.377938,0.572043,-2.41987
0.62,0.47,-0.39777,-0.337637,0.521747,-2.43778
0.63,0.47,-0.366719,-0.298332,0.472742,-2.45866
0.64,0.47,-0.336355,-0.260148,0.42522,-2.48326
0.65,0.47,-0.306769,-0.223203,0.379376,-2.51259
0.66,0.47,-0.278044,-0.187607,0.335417,-2.54802
0.67,0.47,-0.25026,-0.153466,0.293567,-2.5915
0.68,0.47,-0.22349,-0.120874,0.254083,-2.6458
0.69,0.47,-0.197802,-0.0899192,0.217281,-2.71493
0.7,0.47,-0.173257,-0.0606805,0.183576,-2.80471
0.71,0.47,-0.149911,-0.033228,0.153549,-2.92347
0.72,0.47,-0.12781,-0.00762283,0.128037,-3.08202
0.73,0.47,-0.106997,0.0160831,0.108199,2.9924
0.74,0.47,-0.0875066,0.0378473,0.0953406,2.73338
0.75,0.47,-0.0693663,0.057637,0.0901871,2.44829
0.76,0.47,-0.052597,0.0754286,0.091956,2.17971
0.77,0.47,-0.0372122,0.0912084,0.0985075,1.95817
0.78,0.47,-0.0232188,0.104972,0.10751,1.78848
0.79,0.47,-0.0106163,0.116726,0.117208,1.6615
0.8,0.47,0.000602464,0.126485,0.126486,1.56603
0.81,0.47,0.0104517,0.134272,0.134678,1.49311
0.82,0.47,0.0189524,0.140122,0.141398,1.43636
0.83,0.47,0.026132,0.144078,0.146428,1.39137
0.84,0.47,0.0320245,0.14619,0.149656,1.35514
0.85,0.47,0.0366701,0.146519,0.151038,1.32556
0.86,0.47,0.040115,0.145133,0.150575,1.30113
0.87,0.47,0.0424112,0.142108,0.148302,1.28077
0.88,0.47,0.0436164,0.137528,0.144279,1.26368
0.89,0.47,0.0437932,0.131483,0.138585,1.24928
0.9,0.47,0.0430092,0.124072,0.131315,1.23711
0.91,0.47,0.0413368,0.115396,0.122577,1.22682
0.92,0.47,0.0388524,0.105567,0.11249,1.21815
0.93,0.47,0.0356362,0.094699,0.101182,1.21088
0.94,0.47,0.0317719,0.0829106,0.0887898,1.20485
0.95,0.47,0.0273465,0.0703259,0.0754557,1.19994
0.96,0.47,0.0224492,0.0570719,0.0613283,1.19604
0.97,0.47,0.0171719,0.0432788,0.046561,1.19307
0.98,0.47,0.0116079,0.0290793,0.0313105,1.191
0.99,0.47,0.00585202,0.0146078,0.0157364,1.18976
0,0.48,0,0,0,0
0.01,0.48,-0.0639857,-0.0597173,0.0875233,-2.39069
0.02,0.48,-0.127796,-0.119274,0.174809,-2.39067
0.03,0.48,-0.191255,-0.17851,0.261618,-2.39065
0.04,0.48,-0.25419,-0.237265,0.347717,-2.39062
0.05,0.48,-0.316428,-0.295384,0.432872,-2.39058
0.06,0.48,-0.3778,-0.35271,0.516853,-2.39053
0.07,0.48,-0.43814,-0.409091,0.599435,-2.39047
0.08,0.48,-0.497284,-0.464378,0.680396,-2.3904
0.09,0.48,-0.555074,-0.518426,0.759521,-2.39032
0.1,0.48,-0.611356,-0.571093,0.836603,-2.39023
0.11,0.48,-0.665982,-0.622244,0.911438,-2.39013
0.12,0.48,-0.718807,-0.671748,0.983834,-2.39002
0.13,0.48,-0.769697,-0.719479,1.0536,-2.3899
0.14,0.48,-0.818521,-0.765318,1.12057,-2.38977
0.15,0.48,-0.865156,-0.809153,1.18458,-2.38963
0.16,0.48,-0.909487,-0.850877,1.24546,-2.38948
0.17,0.48,-0.951408,-0.890393,1.30306,-2.38931
0.18,0.48,-0.990819,-0.92761,1.35727,-2.38913
0.19,0.48,-1.02763,-0.962445,1.40795,-2.38894
0.2,0.48,-1.06176,-0.994822,1.455,-2.38873
0.21,0.48,-1.09314,-1.02468,1.49831,-2.38851
0.22,0.48,-1.12171,-1.05195,1.5378,-2.38828
0.23,0.48,-1.1474,-1.07659,1.5734,-2.38802
0.24,0.48,-1.17019,-1.09856,1.60505,-2.38776
0.25,0.48,-1.19004,-1.11783,1.63271,-2.38747
0.26,0.48,-1.20691,-1.13437,1.65633,-2.38717
0.27,0.48,-1.22081,-1.14818,1.67592,-2.38684
0.28,0.48,-1.23172,-1.15925,1.69145,-2.3865
0.29,0.48,-1.23966,-1.16758,1.70294,-2.38613
0.3,0.48,-1.24464,-1.17318,1.71041,-2.38574
0.31,0.48,-1.24669,-1.17609,1.71389,-2.38533
0.32,0.48,-1.24584,-1.17633,1.71344,-2.38488
0.33,0.48,-1.24214,-1.17394,1.70911,-2.38441
0.34,0.48,-1.23564,-1.16897,1.70097,-2.38391
0.35,0.48,-1.22641,-1.16148,1.68912,-2.38338
0.36,0.48,-1.21452,-1.15153,1.67365,-2.38281
0.37,0.48,-1.20006,-1.1392,1.65466,-2.3822
0.38,0.48,-1.1831,-1.12456,1.63228,-2.38155
0.39,0.48,-1.16374,-1.1077,1.60664,-2.38086
0.4,0.48,-1.1421,-1.08872,1.57787,-2.38012
0.41,0.48,-1.11827,-1.0677,1.54613,-2.37932
0.42,0.48,-1.09238,-1.04477,1.51157,-2.37847
0.43,0.48,-1.06455,-1.02002,1.47435,-2.37755
0.44,0.48,-1.03491,-0.993577,1.43465,-2.37657
0.45,0.48,-1.00358,-0.965556,1.39265,-2.3755
0.46,0.48,-0.970712,-0.93608,1.34853,-2.37436
0.47,0.48,-0.936439,-0.905278,1.30248,-2.37311
0.48,0.48,-0.900906,-0.873278,1.25469,-2.37177
0.49,0.48,-0.864259,-0.840214,1.20536,-2.3703
0.5,0.48,-0.826647,-0.806218,1.1547,-2.36871
0.51,0.48,-0.788219,-0.771427,1.1029,-2.36696
0.52,0.48,-0.749126,-0.735976,1.05017,-2.36505
0.53,0.48,-0.709518,-0.700002,0.996704,-2.36295
0.54,0.48,-0.669545,-0.663642,0.942715,-2.36062
0.55,0.48,-0.629358,-0.627029,0.888401,-2.35805
0.56,0.48,-0.589103,-0.590298,0.833963,-2.35518
0.57,0.48,-0.548926,-0.553582,0.779598,-2.35197
0.58,0.48,-0.508971,-0.51701,0.7255,-2.34836
0.59,0.48,-0.469377,-0.480708,0.67186,-2.34427
0.6,0.48,-0.43028,-0.444801,0.618861,-2.3396
0.61,0.48,-0.391812,-0.409408,0.566684,-2.33424
0.62,0.48,-0.354099,-0.374644,0.515503,-2.32801
0.63,0.48,-0.317263,-0.34062,0.465487,-2.32071
0.64,0.48,-0.281421,-0.307441,0.416795,-2.31204
0.65,0.48,-0.246682,-0.275208,0.369583,-2.30159
0.66,0.48,-0.21315,-0.244016,0.324001,-2.28878
0.67,0.48,-0.18092,-0.213951,0.280191,-2.27274
0.68,0.48,-0.150082,-0.185096,0.238296,-2.25211
0.69,0.48,-0.120717,-0.157524,0.198461,-2.22467
0.7,0.48,-0.0928999,-0.131305,0.160846,-2.18655
0.71,0.48,-0.0666952,-0.106498,0.125659,-2.1303
0.72,0.48,-0.0421605,-0.0831562,0.0932334,-2.04003
0.73,0.48,-0.0193445,-0.0613246,0.0643033,-1.87636
0.74,0.48,0.00171263,-0.0410409,0.0410766,-1.52909
0.75,0.48,0.0209795,-0.0223346,0.0306427,-0.816675
0.76,0.48,0.0384336,-0.00522748,0.0387874,-0.135184
0.77,0.48,0.0540611,0.0102669,0.0550274,0.187678
0.78,0.48,0.0678574,0.0241428,0.0720243,0.341821
0.79,0.48,0.0798263,0.0364024,0.0877347,0.427849
0.8,0.48,0.0899807,0.0470559,0.101542,0.481843
0.81,0.48,0.0983418,0.0561211,0.113228,0.518577
0.82,0.48,0.10494,0.0636236,0.12272,0.54503
0.83,0.48,0.109812,0.0695965,0.130009,0.564885
0.84,0.48,0.113006,0.0740801,0.135123,0.580259
0.85,0.48,0.114576,0.0771218,0.138114,0.592448
0.86,0.48,0.114582,0.0787758,0.139049,0.602291
0.87,0.48,0.113095,0.079103,0.138013,0.610351
0.88,0.48,0.110189,0.0781704,0.135101,0.61702
0.89,0.48,0.105948,0.0760508,0.130418,0.622581
0.9,0.48,0.10046,0.0728229,0.124078,0.627238
0.91,0.48,0.0938198,0.0685702,0.116207,0.631146
0.92,0.48,0.0861266,0.0633812,0.106934,0.63442
0.93,0.48,0.077485,0.0573486,0.0963991,0.637151
0.94,0.48,0.0680039,0.0505691,0.0847453,0.639406
0.95,0.48,0.0577959,0.043143,0.0721228,0.641239
0.96,0.48,0.0469772,0.0351734,0.0586858,0.64269
0.97,0.48,0.0356664,0.0267658,0.0445926,0.643789
0.98,0.48,0.0239846,0.0180281,0.0300046,0.644559
0.99,0.48,0.0120545,0.00906944,0.0150853,0.645016
0,0.49,0,0,0,0
0.01,0.49,-0.07121,-0.0502815,0.0871728,-2.52678
0.02,0.49,-0.142219,-0.100436,0.174108,-2.52672
0.03,0.49,-0.212828,-0.150336,0.26057,-2.5266
0.04,0.49,-0.282838,-0.199855,0.346323,-2.52645
0.05,0.49,-0.352053,-0.248869,0.431135,-2.52625
0.06,0.49,-0.420279,-0.297255,0.514777,-2.526
0.07,0.49,-0.487327,-0.344892,0.597024,-2.5257
0.08,0.49,-0.55301,-0.391662,0.677657,-2.52536
0.09,0.49,-0.617147,-0.437448,0.75646,-2.52497
0.1,0.49,-0.679564,-0.482139,0.833225,-2.52453
0.11,0.49,-0.740089,-0.525626,0.907753,-2.52404
0.12,0.49,-0.798562,-0.567806,0.97985,-2.5235
0.13,0.49,-0.854826,-0.608577,1.04933,-2.5229
0.14,0.49,-0.908734,-0.647846,1.11602,-2.52225
0.15,0.49,-0.960146,-0.685521,1.17975,-2.52155
0.16,0.49,-1.00893,-0.721517,1.24037,-2.52078
0.17,0.49,-1.05497,-0.755756,1.29774,-2.51996
0.18,0.49,-1.09815,-0.788165,1.35171,-2.51907
0.19,0.49,-1.13836,-0.818675,1.40218,-2.51812
0.2,0.49,-1.17553,-0.847225,1.44902,-2.5171
